vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
1508,White,Peugeot,806,W,Standard,10722,136126,198,2,481
1509,Orange,Porsche,944,Electric,Automatic,71755,62625,484,16,369
1510,Beige,Toyota,Yaris Verso,V6,Automatic,36694,121001,853,19,342
1511,Dark Blue,Ferrari,360,Electric,Automatic,40757,68133,694,29,267
1512,Beige,Toyota,Corona,Electric,Standard,32156,34593,957,3,442
1513,Dark Grey,Porsche,901,Diesel,Standard,61981,18716,128,27,149
1514,Yellow,Fiat,Tipo (Digital),Inine,Standard,1119,17379,981,24,281
1515,Black,Kia,Spectra EX,Petrol,Automatic,23196,110800,520,25,368
1516,Purple,Suzuki,Reno,V6,Automatic,9118,46571,887,29,343
1517,Pearl,GMC,Yukon XL,Inine,Automatic,71166,136934,758,9,354
1518,Pearl,Nissan,Hustler,W,Standard,63256,149174,,16,
1519,Green,Ford,Aspire,Inine,Standard,56721,89114,690,15,472
1520,Orange,Peugeot,Partner,Diesel,Automatic,5795,46353,982,17,433
1521,Yellow,Volkswagen,New Beetle,W,Standard,15482,9109,827,25,114
1522,Orange,Nissan,Vanette,Inine,Standard,50493,49786,,23,
1523,Pearl,Maserati,Spyder,Inine,Standard,57285,6090,51,22,427
1524,Orange,Nissan,Sunny,Electric,Standard,45659,111516,635,22,435
1525,Purple,Ford,Maverick,Diesel,Automatic,66071,136649,386,20,166
1526,White,Porsche,Boxster,Electric,Automatic,10101,132056,,27,
1527,Dark Green,Mercedes Benz,CLS-Class,Electric,Standard,5620,74342,991,16,250
1528,White,Mazda,616,V8,Standard,15657,98777,564,1,217
1529,Orange,Ford,Skyliner,W,Automatic,50181,148080,,9,
1530,Black,BMW,533,Inine,Automatic,36410,74882,64,20,253
1531,Black,Porsche,924,Inine,Standard,1234,149741,374,7,277
1532,Black,Mercedes Benz,300,Inine,Standard,37927,125236,2,17,282
1533,Red,GMC,Rally,Electric,Standard,179,52372,595,10,397
1534,Red,Volkswagen,New Beetle,W,Standard,61344,44922,452,18,380
1535,Red,Audi,Fox,Electric,Automatic,26744,54869,364,13,458
1536,Beige,BMW,L7,Electric,Standard,22914,106701,421,14,125
1537,Blue,BMW,8 Series,Diesel,Standard,46049,11820,,18,
1538,Purple,Hyundai,Amica,Diesel,Standard,51926,136975,488,6,333
1539,Purple,Volkswagen,T5 Transporter,W,Automatic,74834,126242,180,3,76
1540,White,Toyota,Corona,Electric,Standard,21492,74715,,4,
1541,Black,Fiat,Strada,Inine,Automatic,42680,4699,,14,
1542,Orange,Peugeot,107,Petrol,Automatic,34914,28075,913,20,447
1543,Black,Renault,18,Inine,Standard,63179,81223,,0,
1544,Red,Ford,ZX2,Diesel,Automatic,18629,57317,687,0,151
1545,Blue,Peugeot,309,V8,Automatic,28016,63170,941,28,350
1546,Pearl,Ferrari,F40,Diesel,Standard,7584,49246,907,19,54
1547,Dark Grey,Kia,Sephia II,Diesel,Automatic,11681,50406,461,20,74
1548,Dark Grey,Volkswagen,Vanagon,V8,Standard,5435,18098,,7,
1549,Yellow,Jaguar,MK,Inine,Standard,37104,120637,359,20,156
1550,Dark Green,Porsche,Carrera 911S,V6,Standard,41258,3997,,15,
1551,Grey,Peugeot,806,Electric,Standard,37846,48902,360,9,297
1552,Black,Ferrari,335,Petrol,Automatic,33205,56368,532,17,271
1553,Orange,Subaru,Outback,Inine,Automatic,65311,25344,,21,
1554,Beige,Subaru,Loyale,W,Standard,45440,79974,817,24,247
1555,Light Grey,Honda,Jazz,V6,Standard,26227,4314,,24,
1556,Dark Blue,Pontiac,G5,V8,Automatic,46774,104042,410,5,204
1557,White,Fiat,Palio,Electric,Automatic,19200,53005,317,23,144
1558,Purple,Renault,Kangoo,V8,Standard,33756,50149,21,4,110
1559,Black,GMC,Typhoon,V6,Automatic,32614,25569,530,1,232
1560,Black,Kia,Sephia II,Electric,Standard,49232,71882,22,29,294
1561,Purple,GMC,Yukon XL,Electric,Standard,63444,31932,925,13,228
1562,Black,Mazda,626 Avant,Diesel,Standard,17630,65841,681,21,433
1563,Red,Audi,5000,Petrol,Standard,67338,144610,498,22,313
1564,Blue,Nissan,Micra,V6,Automatic,30687,83556,911,2,342
1565,Dark Blue,Ford,Granada,Diesel,Automatic,30810,96744,,12,
1566,Light Grey,Toyota,Corolla,V8,Standard,72994,145147,331,22,44
1567,Dark Grey,Jaguar,XKR,Petrol,Automatic,2813,9152,221,12,125
1568,Red,Nissan,L35,Petrol,Standard,23673,127218,524,3,300
1569,Orange,Jaguar,X-Type,Petrol,Standard,17057,41608,442,7,363
1570,White,GMC,Savana,V6,Automatic,27391,124709,,17,
1571,Yellow,Fiat,Marea,Electric,Standard,64750,118165,836,10,466
1572,Light Grey,Kia,Spectra SX,V6,Standard,8645,80484,127,26,280
1573,Yellow,Peugeot,J5,Petrol,Standard,7348,96205,,7,
1574,Pearl,Volkswagen,Taro,Electric,Automatic,63028,83848,296,6,278
1575,Beige,Jaguar,XJ,V8,Automatic,48377,100962,584,1,135
1576,Dark Blue,Ford,Club Wagon,V8,Standard,37509,90824,505,1,324
1577,Red,Mercedes Benz,CL500,W,Standard,5151,30591,924,26,405
1578,Beige,Subaru,B9 Tribeca,W,Automatic,3920,54040,,10,
1579,Beige,Peugeot,Partner,Petrol,Automatic,49777,60299,,26,
1580,Yellow,Alfa Romeo,164,V6,Standard,16734,146745,761,19,332
1581,Dark Blue,Chevrolet,Corvette,V6,Automatic,26800,148401,64,20,253
1582,Dark Grey,Nissan,Versa,Diesel,Standard,9957,88894,863,1,204
1583,Dark Grey,Chevrolet,Z34,Petrol,Automatic,641,60903,392,16,343
1584,Dark Green,Peugeot,605,V8,Automatic,57930,133770,765,9,271
1585,Blue,Kia,Rio 5,Electric,Automatic,25229,131710,814,6,162
1586,Grey,Porsche,901,Inine,Standard,19654,149566,645,8,93
1587,Pearl,Chevrolet,Venture,V6,Automatic,28366,99839,261,10,169
1588,White,Suzuki,SJ410,Diesel,Standard,71286,141487,,6,
1589,Beige,GMC,Blazer Fullsize,V6,Automatic,44126,22072,192,10,187
1590,Pearl,Mercedes Benz,SK-Serie (Truck),V6,Standard,7983,19853,,0,
1591,Dark Grey,Audi,RS 6,Diesel,Automatic,4654,28159,573,5,37
1592,Green,Maserati,Biturbo,V8,Automatic,31991,149245,358,7,445
1593,Yellow,Honda,CRX,Diesel,Standard,22439,38036,459,18,267
1594,Dark Grey,Ferrari,612,Diesel,Standard,45434,95535,644,19,145
1595,Beige,Toyota,Starlet,V8,Standard,25923,109982,323,0,290
1596,Purple,Mazda,B-series,V8,Standard,51354,128551,960,9,164
1597,Red,Volkswagen,Caddy,Petrol,Standard,39241,70387,446,11,454
1598,Green,Fiat,Multipla,W,Automatic,48026,55210,325,16,387
1599,Orange,GMC,Van,Diesel,Standard,41432,17389,380,3,167
1600,Grey,Honda,Concerto,V6,Standard,64047,129707,,8,
1601,Purple,Maserati,Khamsin,Electric,Automatic,10820,10262,159,22,261
1602,Dark Green,Lexus,ES 330,V8,Automatic,6204,67738,,4,
1603,Orange,Honda,Odyssey,Electric,Automatic,31079,113115,463,2,347
1604,Green,Maserati,GranSport,Inine,Automatic,58440,80624,350,3,354
1605,Beige,Maserati,430,V6,Automatic,68292,83748,,6,
1606,Dark Green,Peugeot,605,Petrol,Standard,36687,112010,896,16,224
1607,Yellow,Peugeot,607,Petrol,Automatic,64876,75412,,19,
1608,Blue,Ferrari,340,Petrol,Automatic,41667,134174,888,21,113
1609,White,Pontiac,Sunbird,Electric,Automatic,74769,89687,634,16,468
1610,Yellow,Nissan,Diesel MK/LK (Truck),V8,Standard,33833,64595,415,27,371
1611,Blue,Jaguar,XJ-SC,W,Automatic,54375,49181,298,4,372
1612,Beige,Mercedes Benz,280,Inine,Standard,69300,129683,259,7,242
1613,Orange,Audi,Fox,W,Standard,2778,133811,215,6,135
1614,Red,Suzuki,Sidekick,Petrol,Standard,58204,102314,618,1,258
1615,Dark Green,Renault,19,W,Automatic,65187,76424,871,20,483
1616,Pearl,Subaru,DL,W,Standard,39859,79612,101,8,270
1617,Dark Blue,Peugeot,106,Electric,Standard,24244,145399,72,1,110
1618,Grey,Pontiac,Tempest,Petrol,Standard,20586,86189,551,10,276
1619,Grey,Volkswagen,Caddy Van,V6,Automatic,72001,111252,409,9,75
1620,Purple,Peugeot,605,Petrol,Standard,56744,146365,160,16,160
1621,Purple,Alfa Romeo,156,Inine,Automatic,24259,72621,,26,
1622,Light Grey,Honda,HR-V,V8,Standard,65457,59399,,11,
1623,Pearl,Honda,Logo,Inine,Automatic,60632,63315,251,4,202
1624,Grey,Nissan,Pathfinder Armada,V8,Automatic,50726,119753,,10,
1625,Red,Jaguar,XJ12,Electric,Standard,58617,74785,716,13,105
1626,Orange,Lexus,Harrier 4x4,Petrol,Standard,47013,39359,897,7,65
1627,Dark Grey,Suzuki,Verona,Inine,Automatic,47675,72765,,16,
1628,Purple,Lexus,LS 430,V6,Automatic,24057,123669,830,3,498
1629,Grey,Lexus,GS 350,W,Standard,5552,106277,489,6,153
1630,Green,Peugeot,505,Electric,Automatic,32127,16869,443,4,256
1631,Blue,Jaguar,Sovereign,Inine,Automatic,38046,47475,637,14,158
1632,Dark Blue,Renault,Espace,Diesel,Standard,38285,36697,845,12,302
1633,Pearl,Porsche,996,Inine,Standard,51261,119643,290,12,58
1634,Pearl,Fiat,125,Diesel,Automatic,28346,46151,352,3,30
1635,Dark Grey,Chevrolet,Corvette,V8,Automatic,28500,60712,787,20,478
1636,Beige,Lexus,IS 220,Electric,Standard,52712,109987,906,3,168
1637,Dark Blue,Maserati,430,Electric,Standard,69712,80654,523,11,194
1638,Dark Grey,Audi,Coupé 20V,W,Automatic,63699,127152,580,3,28
1639,Purple,Maserati,Ghibli,W,Standard,51233,49815,529,19,180
1640,Blue,Peugeot,106,V6,Automatic,16165,81206,40,0,92
1641,Pearl,Jaguar,XJ6 Serie 3,Diesel,Standard,48670,57504,291,19,384
1642,Grey,Suzuki,Samurai,Inine,Automatic,41107,9455,,29,
1643,Orange,Chevrolet,Caprice,Electric,Automatic,30147,144296,364,13,458
1644,White,Ford,Model T,Diesel,Standard,45517,106556,685,26,35
1645,White,Peugeot,205,Petrol,Automatic,7001,17798,150,21,197
1646,White,Jaguar,XJR,Electric,Automatic,53532,46887,775,17,81
1647,Dark Grey,BMW,735,Diesel,Automatic,56385,146815,,4,
1648,Dark Grey,Chevrolet,Tracker,Diesel,Standard,48545,85173,,9,
1649,Yellow,Jaguar,E-type,V6,Standard,27089,29621,640,27,339
1650,Dark Green,Volkswagen,Caddy Van,W,Standard,73400,36263,144,23,490
1651,Blue,Audi,RS 6,Petrol,Standard,16487,124729,175,23,21
1652,Grey,Toyota,Kluger,Petrol,Automatic,24484,29196,519,22,63
1653,Grey,Pontiac,Astre,W,Standard,26807,8615,338,8,442
1654,Orange,GMC,Van,Inine,Automatic,33334,145346,128,27,149
1655,Dark Blue,Maserati,Spyder,Electric,Automatic,21051,88040,237,12,384
1656,Green,Volkswagen,Eurovan,W,Automatic,41531,38451,,19,
1657,Purple,Audi,RS 4,Inine,Automatic,8844,132672,764,8,476
1658,Dark Blue,Kia,Clarus,V8,Automatic,12417,132400,187,7,15
1659,Dark Green,GMC,Safari,W,Automatic,48857,92534,688,16,174
1660,Orange,Porsche,996,V6,Automatic,55516,71304,,1,
1661,Red,Ferrari,GTO,V8,Automatic,32148,25834,756,15,205
1662,Purple,Mercedes Benz,SLK230,V8,Standard,28003,46460,181,20,95
1663,Red,Honda,Accord Coupé,V6,Standard,59476,19745,464,11,202
1664,Dark Green,Porsche,901,V6,Standard,74173,59132,968,21,127
1665,Dark Grey,Suzuki,X-90,Diesel,Automatic,36560,79553,742,19,295
1666,Blue,Ford,Mustang,Inine,Automatic,54859,52605,307,13,377
1667,Yellow,Jaguar,XJ-SC,Petrol,Automatic,35057,132409,916,1,102
1668,Orange,Ford,Sierra,Petrol,Standard,51711,104705,588,3,441
1669,White,Jaguar,XR8,V8,Standard,9975,9955,,4,
1670,Grey,Maserati,430,Diesel,Standard,21576,139540,978,5,78
1671,Dark Blue,Mazda,Bravo 2600,V6,Standard,30961,1028,94,25,431
1672,Dark Grey,Jaguar,XJ8,Diesel,Standard,42585,147601,,29,
1673,Black,Chevrolet,G2500,Diesel,Automatic,11433,38450,593,22,414
1674,Purple,Suzuki,Reno,V6,Standard,54539,77965,48,16,33
1675,Beige,Hyundai,Sonata,Diesel,Automatic,58712,28649,340,25,5
1676,Dark Grey,Ferrari,430,Electric,Automatic,41825,137978,112,7,461
1677,White,Audi,5000,Diesel,Standard,40837,124300,616,16,317
1678,Pearl,Alfa Romeo,164,V8,Automatic,34223,118715,,7,
1679,White,Renault,Safrane,W,Automatic,26485,80383,713,22,493
1680,Dark Grey,Chevrolet,C2500,V6,Automatic,46247,68499,,12,
1681,Green,Chevrolet,Corsica,Electric,Standard,14186,140221,840,17,494
1682,Beige,Audi,Cabriolet,W,Automatic,60240,67970,396,2,399
1683,Yellow,Jaguar,XJ40,V8,Automatic,44126,44883,382,23,243
1684,Purple,Jaguar,Sovereign,V6,Standard,27347,5219,646,15,215
1685,Light Grey,Alfa Romeo,147,Diesel,Standard,56582,63460,177,6,194
1686,Purple,Mazda,626,Diesel,Standard,69640,115480,734,20,306
1687,Dark Green,Kia,Optima,Diesel,Standard,22185,143006,611,5,319
1688,Purple,Volkswagen,T5 Pickup,W,Automatic,44196,18823,628,16,138
1689,White,Kia,Rio 5,Electric,Automatic,60619,10846,949,26,381
1690,Dark Green,Mercedes Benz,123,V8,Standard,56404,108347,482,4,275
1691,Black,Ford,Sierra,V8,Standard,44749,37177,,11,
1692,Purple,Jaguar,XK Series,V8,Standard,12260,129523,,10,
1693,Light Grey,Mercedes Benz,C32,Inine,Standard,58014,83109,,4,
1694,White,Peugeot,107,Diesel,Automatic,47827,24414,940,5,105
1695,Black,Pontiac,Fiero,Electric,Automatic,33254,139152,,8,
1696,Dark Green,BMW,535,V8,Automatic,46669,80135,511,17,427
1697,Pearl,Toyota,FJ Cruiser,Diesel,Standard,66091,107633,123,7,446
1698,Dark Green,Ford,Galaxie,V8,Standard,37452,102282,,7,
1699,Light Grey,Volkswagen,Bus,Petrol,Automatic,6919,135731,,25,
1700,Dark Green,Honda,Element,Diesel,Standard,40987,63792,505,1,324
1701,Dark Grey,Volkswagen,Thing,Electric,Standard,56103,18080,290,12,58
1702,Beige,Audi,Cabriolet,V6,Standard,12791,41185,560,18,82
1703,Purple,Honda,Civic DelSol,V8,Automatic,48946,12235,451,24,376
1704,Dark Blue,Renault,Espace,V8,Standard,62465,42380,400,2,243
1705,Green,Porsche,550,W,Automatic,42858,129501,146,24,210
1706,Green,Ferrari,Daytona,Diesel,Automatic,44859,9255,,22,
1707,Red,Alfa Romeo,Alfetta,Electric,Standard,21630,74285,748,20,431
1708,Beige,Pontiac,Scooter,W,Standard,14930,74652,806,4,34
1709,Light Grey,Subaru,Super Station,Diesel,Automatic,11696,140913,985,1,25
1710,Dark Green,GMC,Suburban,Electric,Standard,3935,143005,367,4,150
1711,Purple,Ford,E-250,W,Automatic,62884,39949,,10,
1712,Yellow,Subaru,WRX STi,V6,Automatic,52449,92683,,17,
1713,Beige,Subaru,SVX,Diesel,Automatic,30619,148324,660,11,147
1714,Red,Maserati,3200 GT,Electric,Automatic,46534,93033,744,20,154
1715,White,Nissan,Terrano II,V8,Automatic,67268,5455,626,15,50
1716,Blue,Peugeot,307 SW,Inine,Standard,37458,140391,523,11,194
1717,Beige,Honda,MDX,Diesel,Automatic,32614,13904,710,23,144
1718,Blue,Hyundai,Accent,V6,Automatic,43929,115459,249,25,258
1719,Dark Grey,Toyota,LandCruiser,W,Automatic,67863,120249,,18,
1720,Yellow,Mazda,2,V8,Automatic,17743,116297,98,18,209
1721,Red,Nissan,Altima,Petrol,Automatic,36915,62691,,12,
1722,Dark Green,Audi,90,V6,Automatic,2536,12027,709,14,177
1723,Blue,Fiat,Idea,Electric,Standard,47884,13250,612,5,151
1724,Blue,Peugeot,307,W,Automatic,19501,69621,,14,
1725,Grey,Hyundai,Tiburon,Inine,Automatic,7717,65157,627,6,304
1726,Light Grey,Ferrari,735,Petrol,Automatic,26567,24497,520,25,368
1727,Green,Toyota,Corolla,V6,Standard,50904,98431,13,13,422
1728,Beige,Ford,Aspire,V8,Automatic,55704,108913,,21,
1729,Purple,Maserati,Ghibli,V6,Automatic,8482,95610,,21,
1730,Purple,Jaguar,XJ6,V6,Standard,29980,48459,412,13,425
1731,Red,Ferrari,GTS,V6,Standard,19358,11759,985,1,25
1732,Pearl,Porsche,Carrera 911S,Electric,Standard,47277,138568,540,29,133
1733,Dark Green,Kia,Sephia,W,Standard,52271,32526,692,3,236
1734,Red,Chevrolet,Citation,Petrol,Automatic,53373,83795,52,8,398
1735,Dark Green,Nissan,Cefiro 2000/3000,W,Standard,69706,44854,,23,
1736,Dark Blue,Kia,Credos,Petrol,Standard,22097,119702,73,2,123
1737,Grey,Hyundai,XG,Electric,Standard,46419,41688,546,24,452
1738,Light Grey,Honda,S600,Inine,Standard,44517,32476,447,20,288
1739,Dark Blue,Mercedes Benz,Unimog,Electric,Automatic,27326,76583,207,5,103
1740,Dark Grey,Mercedes Benz,420,Inine,Standard,61410,13152,186,2,333
1741,Yellow,GMC,Vandura,Petrol,Automatic,69032,91545,30,28,107
1742,Grey,Renault,Modus,Petrol,Standard,44749,37775,,2,
1743,Green,Alfa Romeo,155,Electric,Automatic,67510,54273,,10,
1744,Dark Blue,Alfa Romeo,GT,W,Automatic,10335,4936,845,12,302
1745,White,Peugeot,Expert,Petrol,Automatic,12597,47270,144,23,490
1746,Dark Green,Fiat,Panda,Petrol,Automatic,37560,31055,382,23,243
1747,Pearl,Mazda,6 Sport,W,Automatic,42602,106016,419,20,67
1748,Dark Blue,Pontiac,Grand Am,Inine,Automatic,65127,73564,81,10,333
1749,Purple,Renault,5,Inine,Automatic,65332,126778,68,13,225
1750,Green,Pontiac,Grand LeMans,Petrol,Standard,22468,42850,556,25,43
1751,Orange,Jaguar,XJ8,Electric,Automatic,13900,139601,873,3,186
1752,Black,Subaru,Legacy,V6,Standard,25756,34283,132,27,375
1753,Black,Jaguar,XJ40,Inine,Automatic,30754,38289,856,1,437
1754,Light Grey,Jaguar,XK,Electric,Standard,44692,38022,585,11,147
1755,Green,GMC,Acadia,V8,Standard,28177,17206,522,0,385
1756,Dark Grey,Fiat,Siena,V6,Standard,3162,22141,664,12,448
1757,Beige,Mazda,929,V8,Automatic,39970,144631,414,20,42
1758,Dark Blue,Maserati,Khamsin,V6,Automatic,58303,40424,,20,
1759,Dark Grey,Alfa Romeo,Milano,V8,Automatic,1843,98640,169,0,379
1760,Yellow,Ferrari,125,Electric,Standard,58975,77026,589,1,216
1761,Orange,Fiat,131,W,Standard,13838,28584,584,1,135
1762,Red,Chevrolet,Tracker,Electric,Automatic,12897,32643,,19,
1763,Dark Green,Chevrolet,Tahoe,V8,Automatic,12376,126867,215,6,135
1764,Dark Grey,Hyundai,Coupé,Diesel,Automatic,38344,67088,,21,
1765,Grey,Mazda,929,Electric,Standard,31721,72047,136,29,424
1766,Orange,Ferrari,400,Inine,Standard,3743,17247,18,10,409
1767,Yellow,Honda,Pilot,V8,Automatic,54865,49141,792,21,284
1768,Blue,Chevrolet,Cobalt,V8,Standard,56104,136002,423,18,256
1769,Green,Volkswagen,Caddy Pickup,Petrol,Standard,53475,99858,75,28,307
1770,Dark Blue,Volkswagen,Golf,V8,Automatic,19540,136633,931,20,428
1771,Light Grey,Mazda,616,Electric,Automatic,64309,107587,829,5,340
1772,Dark Blue,Ford,Fairmont,V8,Standard,54411,126908,135,19,91
1773,Beige,Toyota,Avensis,Inine,Standard,73521,79768,619,27,296
1774,Yellow,Mercedes Benz,560,Inine,Standard,67106,24690,320,20,257
1775,Grey,Suzuki,Aerio,Inine,Automatic,74107,131015,,6,
1776,Dark Green,Mazda,Bravo 2600,Petrol,Standard,74738,109935,287,22,361
1777,Black,Ferrari,F550,V6,Automatic,20548,60654,322,9,474
1778,Black,Subaru,4x4 Turbo,V6,Automatic,71150,88652,355,13,47
1779,Dark Grey,Fiat,Stilo,V8,Standard,23539,108727,43,10,219
1780,Blue,Pontiac,Grand Prix,Diesel,Standard,45189,26672,929,22,439
1781,Light Grey,Nissan,Sunny Sedan,Petrol,Standard,1438,21698,180,3,76
1782,Yellow,Mazda,121,Diesel,Standard,70603,35173,876,12,48
1783,Orange,Lexus,GS 450h,Electric,Automatic,69128,138784,824,6,441
1784,Dark Blue,BMW,540,Diesel,Automatic,14599,74436,,5,
1785,Beige,Mazda,Tribute,W,Standard,37611,118561,176,10,258
1786,Red,Suzuki,Liana,V8,Automatic,25682,21822,113,21,373
1787,Orange,Jaguar,X-Type,V6,Automatic,56725,67119,157,29,327
1788,Dark Green,Alfa Romeo,GT,Inine,Automatic,31414,12514,196,16,426
1789,Light Grey,GMC,Yukon,Inine,Automatic,73722,93735,192,10,187
1790,Orange,Kia,Pride,Electric,Standard,73225,52567,561,22,302
1791,Green,Mazda,MX 3,Diesel,Standard,27591,48017,475,24,373
1792,Dark Blue,Hyundai,H 100,V8,Standard,36031,12762,619,27,296
1793,Yellow,Chevrolet,C/K 3500,Electric,Automatic,58959,15326,,26,
1794,Dark Green,Chevrolet,Impala SS,V8,Automatic,70604,12033,315,9,70
1795,White,Alfa Romeo,146,V6,Automatic,66516,120393,,1,
1796,Beige,Lexus,ES 250,Inine,Standard,39548,148650,990,13,83
1797,Dark Grey,Audi,Coupé,Diesel,Standard,40144,6081,279,29,311
1798,Grey,Porsche,Carrera GT,Diesel,Automatic,44804,72203,191,17,280
1799,Green,Audi,100,V6,Automatic,52466,106583,809,21,77
1800,White,Nissan,Pickup,Electric,Automatic,47871,46590,,16,
1801,Orange,Maserati,Bora,V6,Standard,45162,35339,707,12,178
1802,Pearl,BMW,6 Series,Petrol,Standard,39559,45472,755,17,409
1803,Pearl,Fiat,Barchetta,V8,Standard,55838,98306,212,8,450
1804,Green,Toyota,LandCruiser 100,W,Standard,53152,37928,177,6,194
1805,Grey,Renault,Master,V8,Standard,60386,63801,854,29,50
1806,Blue,Kia,Opirus,Electric,Standard,62717,91188,539,0,241
1807,Yellow,Audi,200,V8,Standard,57348,86128,416,23,165
1808,Green,GMC,Yukon XL,V6,Automatic,62723,37350,157,29,327
1809,Pearl,Jaguar,Super V8,V6,Standard,29393,13870,970,6,310
1810,Pearl,Volkswagen,Vento,Electric,Standard,74401,2009,575,28,75
1811,Dark Green,Toyota,Camry Solara,Diesel,Automatic,61680,42859,904,10,380
1812,Orange,Volkswagen,Sharan,Electric,Standard,7822,8612,450,20,122
1813,Green,Nissan,Diesel MK/LK (Truck),Electric,Automatic,54616,81515,877,15,321
1814,Black,Suzuki,Jimny,V8,Automatic,33190,26773,621,17,200
1815,Yellow,Maserati,Merak,Electric,Standard,12875,56752,,28,
1816,Pearl,Lexus,ES 300,Petrol,Standard,35343,107819,436,4,334
1817,Orange,Maserati,GranSport,Electric,Automatic,29866,39729,202,5,128
1818,Dark Blue,Kia,Optima,Diesel,Standard,59861,145100,852,4,330
1819,Black,Maserati,3200 GT,V6,Standard,66400,104150,912,16,230
1820,Black,Honda,Civic Sedan,Diesel,Standard,43598,133724,952,4,366
1821,Purple,GMC,Canyon,V6,Standard,55996,56819,,29,
1822,Light Grey,Fiat,Marea,W,Standard,59960,37687,48,16,33
1823,White,Honda,HR-V,V8,Standard,51098,62278,669,10,383
1824,Dark Blue,Honda,N600,Inine,Standard,12347,144989,939,7,250
1825,Purple,Mercedes Benz,Actros,Inine,Automatic,47406,69009,2,17,282
1826,Orange,Fiat,131,V8,Standard,30649,23074,11,13,131
1827,Dark Grey,Hyundai,H 100,V6,Automatic,73050,25136,,28,
1828,Yellow,Fiat,Strada,Petrol,Standard,18047,9737,,13,
1829,Yellow,Ford,Futura XR,V6,Standard,68854,19994,189,5,496
1830,Grey,Hyundai,Getz,W,Automatic,30680,76551,206,22,381
1831,Dark Green,Peugeot,504,W,Automatic,57923,148510,36,19,377
1832,Orange,GMC,Sprint,V6,Standard,50380,46027,250,22,422
1833,Grey,GMC,Caballero,Petrol,Automatic,18974,91330,42,10,185
1834,Pearl,Porsche,996,Inine,Standard,43127,60996,435,1,128
1835,Grey,Kia,Spectra SX,V6,Automatic,46800,138405,,14,
1836,Blue,Mazda,B2600,V8,Standard,9167,118550,471,10,196
1837,Black,Toyota,Corolla,Diesel,Automatic,822,8686,613,9,421
1838,Green,Pontiac,Acadian,Diesel,Automatic,59381,56319,501,2,214
1839,Purple,Renault,Kangoo,Petrol,Standard,61548,2662,669,10,383
1840,Red,Kia,Carstar,V8,Automatic,19145,124376,407,7,117
1841,Red,Jaguar,XJ12,V8,Standard,48664,77688,400,2,243
1842,Red,Subaru,Legacy,Petrol,Automatic,17879,48088,281,7,238
1843,Black,Mazda,616,Electric,Automatic,34263,87724,892,1,209
1844,Purple,Renault,Safrane,W,Automatic,35777,139480,792,21,284
1845,Dark Grey,Peugeot,309,Petrol,Standard,52758,27733,92,1,405
1846,White,Ferrari,212,V6,Automatic,33466,37570,886,1,404
1847,Light Grey,Volkswagen,Beetle,Petrol,Automatic,39243,67079,873,3,186
1848,Light Grey,Hyundai,XG,Diesel,Standard,36774,11548,973,14,263
1849,Beige,Mazda,626 Break,W,Automatic,63009,57926,806,4,34
1850,White,Toyota,Prius,V6,Automatic,68929,133926,861,12,423
1851,Light Grey,Pontiac,Solstice,V6,Standard,65861,146626,7,9,100
1852,Yellow,Jaguar,Sovereign,V8,Automatic,48077,16597,857,4,23
1853,Beige,Lexus,IS 350,V8,Standard,70311,64060,344,14,374
1854,Purple,Renault,Modus,V6,Automatic,67514,37316,408,20,19
1855,Dark Green,GMC,Pickup,Inine,Standard,60399,26595,,20,
1856,Beige,Subaru,Outback,W,Standard,40446,47926,922,15,7
1857,Red,Pontiac,Parisienne,V8,Automatic,59929,81724,934,7,21
1858,Blue,Mercedes Benz,C32,Diesel,Standard,7569,12819,514,12,329
1859,Green,Volkswagen,Corrado,W,Standard,65509,70679,576,14,223
1860,Green,Lexus,LX 470,Inine,Standard,7592,7601,588,3,441
1861,Beige,Fiat,125,Petrol,Automatic,40269,98444,755,17,409
1862,Purple,Porsche,911 Turbo,V6,Standard,7920,27662,882,17,217
1863,Light Grey,Renault,Mascot,Electric,Automatic,71854,85396,734,20,306
1864,Orange,BMW,630,W,Standard,63349,31564,70,1,265
1865,Dark Green,Hyundai,Getz,Inine,Standard,8562,22165,865,23,161
1866,Dark Blue,Pontiac,Formula,Inine,Standard,49109,15792,119,10,2
1867,Grey,Renault,Safrane,Electric,Standard,26204,50358,,10,
1868,Beige,Ferrari,196,V6,Automatic,43801,146234,974,25,89
1869,Green,Pontiac,Grand Am,Petrol,Standard,46683,144218,,7,
1870,Beige,Kia,Sephia II,V8,Automatic,25033,80383,,5,
1871,White,Mazda,Bravo 2600,Petrol,Standard,7797,122067,737,0,134
1872,Dark Blue,Subaru,G3X Justy,V8,Automatic,27119,94117,,13,
1873,Dark Blue,Hyundai,Matrix,Electric,Standard,13897,37713,69,22,187
1874,Green,Ferrari,400,Diesel,Automatic,35034,6286,278,7,362
1875,Beige,Mercedes Benz,V-Class,Diesel,Standard,61061,91207,485,24,216
1876,Orange,Ferrari,225,Inine,Automatic,27421,77511,826,26,173
1877,Dark Green,Audi,A4 Cabriolet,Electric,Automatic,68484,58225,979,1,420
1878,Red,Porsche,Carrera 911S,Diesel,Automatic,34935,43407,623,3,281
1879,Pearl,GMC,Sprint,Petrol,Standard,66467,102413,288,5,249
1880,Light Grey,BMW,740,V8,Automatic,69804,113645,73,2,123
